Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
56,Female,Hispanic,123408,669,78328,1
20,Female,White,109230,554,24977,0
31,Male,Asian,43485,691,67786,1
22,Non-Binary,Black,56697,494,19564,0
61,Non-Binary,Black,85415,514,17655,0
64,Male,Asian,46728,533,13297,0
54,Female,Other,88592,645,56048,0
19,Female,Asian,129354,624,11179,0
29,Female,Black,27387,361,96623,0
69,Non-Binary,White,50155,553,47956,0
73,Non-Binary,Asian,82972,523,53801,0
68,Non-Binary,Black,45989,643,66189,1
69,Female,Black,67734,804,60965,1
19,Non-Binary,Other,93644,512,20470,0
19,Non-Binary,Other,81727,575,43424,1
33,Male,Asian,137650,531,14650,1
65,Non-Binary,White,124272,341,56557,0
64,Male,Black,138838,417,83291,0
53,Male,Asian,120861,335,97110,0
51,Male,Hispanic,79060,767,56163,1
48,Male,Asian,117251,600,8246,1
42,Non-Binary,Other,117947,344,8872,0
54,Non-Binary,White,137293,387,15334,0
60,Non-Binary,Asian,114394,584,96845,1
21,Female,Hispanic,35892,779,60974,0
27,Female,White,128057,847,96788,1
38,Non-Binary,Hispanic,39096,544,12458,0
70,Male,Asian,26022,411,69869,0
53,Female,White,68075,544,32116,0
21,Male,Asian,30592,323,61741,0
32,Non-Binary,Black,25222,793,79379,1
54,Female,White,46532,528,6320,0
56,Non-Binary,Other,88767,815,81615,1
67,Female,Black,46651,717,90997,0
38,Female,White,73445,536,36970,0
43,Non-Binary,Asian,41683,369,57231,0
73,Non-Binary,Hispanic,94092,383,70113,0
34,Female,Other,70381,706,14604,0
51,Female,Other,50698,349,54060,0
49,Female,Hispanic,105826,768,15410,1
63,Female,Black,57305,474,87044,0
25,Non-Binary,Hispanic,39077,803,92762,1
48,Female,Black,62611,783,53835,1
29,Non-Binary,Black,43975,788,92675,1
52,Female,Asian,71315,553,83505,0
57,Female,Asian,123717,711,10362,0
40,Female,White,32536,336,56615,0
35,Female,Hispanic,102497,388,96835,0
36,Male,Other,29911,626,60270,0
63,Male,Asian,38488,366,71914,0
71,Female,Other,87850,712,38902,0
72,Male,Black,44292,586,72598,0
62,Non-Binary,Black,29782,318,49378,0
27,Non-Binary,Hispanic,80164,836,31070,1
38,Male,Hispanic,132251,371,16680,0
30,Non-Binary,Black,133706,512,9526,1
56,Male,Other,134047,618,64628,1
55,Non-Binary,Black,25494,798,74175,1
40,Non-Binary,Hispanic,104245,637,75890,1
55,Non-Binary,Other,116448,486,72387,1
47,Female,Hispanic,73477,412,67687,0
59,Non-Binary,White,128493,812,89118,1
64,Male,Black,78861,359,66372,0
63,Female,Other,23706,786,44785,0
42,Male,Asian,35839,506,5949,0
59,Female,Black,48814,630,45785,0
50,Male,Other,120534,705,85445,1
48,Female,White,83355,458,8405,0
37,Male,Hispanic,46365,599,25090,0
51,Non-Binary,White,43019,470,33193,0
30,Male,Black,42123,466,58909,0
73,Male,White,87591,427,23325,0
41,Female,Black,79171,458,59963,0
25,Male,Asian,137237,484,12529,1
60,Female,Black,81659,574,50598,0
21,Female,Hispanic,47055,589,88613,0
39,Non-Binary,White,68080,814,25025,1
58,Non-Binary,Black,75736,761,83756,1
62,Female,Black,39235,433,50772,0
19,Non-Binary,White,120895,444,54235,0
49,Non-Binary,Black,31867,413,24376,0
33,Male,White,29710,377,59031,0
26,Male,Asian,51262,553,22062,0
46,Non-Binary,Asian,110108,376,38851,0
48,Non-Binary,Hispanic,96236,746,9186,1
52,Male,Black,103434,717,79721,1
51,Non-Binary,White,137771,725,43980,1
36,Non-Binary,Other,59120,324,53228,0
71,Male,Black,69110,746,47844,1
27,Male,Black,147893,378,54589,0
27,Male,White,58983,551,94640,0
53,Non-Binary,Other,127729,633,27107,1
24,Male,Hispanic,137408,321,86211,0
56,Male,Other,132274,792,12817,1
22,Non-Binary,Asian,136688,679,20237,1
41,Non-Binary,Black,22328,684,91675,0
58,Non-Binary,Hispanic,141668,387,86526,0
60,Male,Other,61348,574,6155,0
44,Female,Asian,96200,480,19119,0
35,Male,Other,109648,674,20646,1
69,Female,Black,37833,505,41759,0
55,Male,Asian,72544,773,62354,1
56,Female,White,41599,755,45820,0
64,Male,Other,37399,425,35992,0
74,Female,White,96287,652,32750,0
21,Female,White,102159,595,67319,0
51,Non-Binary,Black,118528,832,22508,1
35,Non-Binary,Black,28973,454,61686,0
43,Female,Other,73280,791,62442,1
27,Female,Asian,38545,358,59557,0
35,Female,Hispanic,83153,815,79010,0
42,Non-Binary,Hispanic,130159,622,49085,1
72,Male,Black,145433,763,87341,1
51,Female,Black,66873,319,17392,0
72,Female,White,128047,730,33710,1
69,Female,Hispanic,142050,621,66168,0
63,Female,Asian,91096,710,21560,1
50,Male,White,91969,490,8112,0
31,Female,Black,138428,568,75538,0
33,Female,Black,32835,758,63193,0
32,Non-Binary,Hispanic,59750,782,74201,1
46,Male,Hispanic,21272,657,52832,0
