Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
24,Non-Binary,White,108610,392,97776,0
53,Male,Black,70661,486,7610,0
59,Non-Binary,Other,56183,845,93319,1
44,Non-Binary,Asian,128462,758,77785,1
52,Female,Asian,126328,410,41805,0
62,Non-Binary,Hispanic,85726,423,62048,0
54,Male,Hispanic,56422,419,91387,0
22,Non-Binary,Asian,125068,802,96772,1
60,Non-Binary,Hispanic,65561,813,62570,0
49,Female,White,96002,730,33301,1
51,Male,Black,135539,499,22279,0
28,Non-Binary,Hispanic,34171,414,57667,0
68,Male,Other,125815,745,40366,1
71,Female,Other,74530,557,7291,0
50,Female,White,110130,823,56164,1
57,Female,Hispanic,52014,819,92470,0
37,Female,Hispanic,31511,599,29652,0
67,Female,White,116451,826,99295,1
35,Non-Binary,White,147070,508,49794,1
32,Non-Binary,Black,50513,397,41092,0
72,Male,Asian,65374,634,14601,1
38,Non-Binary,Hispanic,31069,465,87351,0
71,Female,Asian,76171,366,39410,0
73,Female,Black,23881,316,66463,0
35,Male,Asian,98778,453,16427,0
54,Male,Hispanic,137599,782,19866,1
41,Female,Asian,37860,829,98831,1
51,Male,Hispanic,94177,788,24829,1
54,Male,Asian,138507,611,35190,1
61,Male,Hispanic,64835,310,8056,0
60,Non-Binary,Other,99011,581,46773,1
67,Male,Hispanic,110172,366,41169,0
28,Male,Hispanic,95301,723,5273,0
48,Male,Hispanic,51909,480,31804,0
72,Female,Hispanic,25187,818,90501,0
72,Female,Black,60697,670,20913,0
38,Male,White,51985,441,28236,0
73,Female,Hispanic,34034,826,26340,0
61,Male,Black,35433,415,44911,0
23,Male,Asian,41293,331,47251,0
19,Female,Black,35379,397,21777,0
34,Non-Binary,Other,58812,417,23844,0
55,Male,Other,78744,417,26628,0
67,Male,Other,21032,407,54106,0
38,Female,Hispanic,99578,641,69624,0
51,Female,Black,109547,575,63213,0
37,Female,Black,55137,735,81565,0
44,Non-Binary,Black,53867,837,48313,0
64,Male,Black,35222,343,62488,0
39,Male,Asian,146102,546,43644,1
47,Male,Black,68323,551,18968,0
24,Female,Hispanic,143522,723,44967,1
61,Non-Binary,White,52703,632,46466,1
48,Male,Asian,33195,795,72132,1
39,Male,White,37478,789,46294,1
38,Male,Black,128340,454,99349,0
50,Male,Asian,84806,584,56328,1
49,Male,Asian,42069,616,14787,0
55,Male,Asian,70382,632,12077,1
32,Non-Binary,White,92757,480,55279,0
33,Non-Binary,Asian,31856,740,44195,1
72,Female,Black,42273,661,43956,0
18,Non-Binary,Black,55338,361,86142,0
43,Male,White,76708,454,61011,0
48,Female,White,116605,501,25701,1
74,Non-Binary,Black,102324,349,89900,0
64,Non-Binary,Other,41833,420,47695,0
69,Non-Binary,Other,26252,621,65314,0
54,Non-Binary,White,24911,428,78254,0
73,Male,Black,144893,730,81192,1
18,Male,Other,113864,543,13060,1
61,Male,Other,45257,841,30637,1
46,Male,Asian,55290,582,40417,0
32,Non-Binary,Black,115836,454,78493,0
69,Male,Asian,64323,460,14559,0
68,Male,White,56385,758,37579,1
32,Non-Binary,Hispanic,110878,529,11135,0
33,Female,White,26746,345,51715,0
37,Male,Other,61571,489,5416,0
42,Male,Other,117429,301,83340,0
32,Male,Asian,20401,538,70486,0
25,Male,White,145621,340,19333,0
40,Female,Hispanic,149273,384,78799,0
68,Male,Black,135398,422,56118,0
26,Male,Black,70595,645,5868,0
50,Non-Binary,White,48038,725,84927,1
38,Female,Other,42833,612,27609,0
34,Non-Binary,Black,88282,352,78419,0
30,Non-Binary,Asian,124907,478,12759,1
51,Non-Binary,Black,125069,477,87921,0
52,Male,Hispanic,148579,568,46783,0
37,Male,Black,107583,587,91782,0
28,Non-Binary,White,62465,724,67403,1
57,Non-Binary,Asian,34458,688,49432,1
32,Female,Asian,123383,310,32032,0
35,Male,Asian,102704,607,18136,1
27,Male,Asian,128431,825,18612,1
70,Non-Binary,Black,117897,400,78203,0
73,Male,Asian,41759,499,24299,0
61,Non-Binary,Black,92764,721,60635,1
69,Non-Binary,Black,81048,763,15175,0
25,Male,Hispanic,142900,672,44041,0
47,Male,White,97492,628,29229,1
54,Male,Asian,138480,825,95546,1
61,Male,Black,46726,376,55070,0
42,Male,Other,137333,699,95814,1
48,Male,White,109298,838,77651,1
58,Female,Black,117269,529,61179,0
57,Male,White,120467,791,66175,1
74,Female,Other,143700,386,85823,0
24,Non-Binary,White,55012,523,56832,0
74,Female,Asian,25523,836,25625,1
39,Female,Other,92176,711,24477,1
21,Non-Binary,White,134332,359,37008,0
74,Non-Binary,Asian,131286,756,29359,1
20,Male,Asian,38278,753,95987,1
70,Male,Asian,24444,387,79441,0
27,Male,Other,58169,466,70040,0
50,Non-Binary,Asian,140120,541,47471,1
43,Male,Black,50648,589,17324,0
66,Female,Other,96301,398,70330,0
