Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
50,Male,Other,47900,308,40733,0
60,Non-Binary,Hispanic,27496,378,66170,0
46,Male,Hispanic,117795,829,73872,1
35,Female,Other,71021,588,89451,1
62,Male,Other,34720,663,44763,0
35,Female,Hispanic,116215,385,56464,0
52,Male,Other,124132,690,30926,1
18,Non-Binary,Other,122241,692,53151,0
69,Non-Binary,Asian,133544,462,69659,1
68,Non-Binary,White,112342,715,55948,1
49,Male,Asian,42584,488,22172,0
56,Non-Binary,Other,126714,489,51658,1
22,Non-Binary,Black,69902,588,63356,0
67,Non-Binary,Other,31111,610,33484,0
23,Non-Binary,Other,127058,775,71362,0
52,Male,Asian,51304,796,69663,1
30,Male,Other,142651,794,86727,1
40,Male,Hispanic,145626,411,18125,0
28,Female,Asian,72418,713,86817,1
49,Female,Other,103868,562,12340,1
67,Male,Hispanic,34574,693,46200,1
33,Non-Binary,Asian,111159,763,45455,1
56,Male,Other,140228,482,58573,1
64,Female,White,69926,647,65744,1
52,Male,White,80861,833,71645,1
70,Male,Other,41108,825,40156,1
18,Male,Hispanic,105211,493,79258,0
62,Non-Binary,Black,28674,727,62373,1
45,Female,Other,125787,350,9703,0
20,Female,Asian,44104,401,58185,0
32,Female,White,68125,755,67431,1
59,Male,Asian,114941,428,39828,0
23,Non-Binary,Other,120534,595,51399,0
60,Non-Binary,Other,104576,401,82099,0
50,Male,Asian,144870,799,18855,1
45,Male,Other,137391,511,34596,1
73,Female,Other,126328,580,80571,1
43,Non-Binary,Asian,92394,792,67844,1
23,Female,Hispanic,114207,747,10627,0
44,Female,Asian,31947,474,59163,0
35,Non-Binary,Other,66402,802,32833,1
52,Non-Binary,Black,113726,448,60401,0
28,Female,Hispanic,103049,356,44242,0
38,Female,Hispanic,108877,600,54071,1
33,Male,Other,35339,714,60539,1
34,Female,Hispanic,61531,366,46668,0
70,Male,Black,127737,485,98932,1
31,Non-Binary,Black,33938,785,5612,1
23,Non-Binary,Other,69267,489,34197,0
40,Non-Binary,Asian,28027,536,91920,0
18,Non-Binary,Black,85355,455,41239,0
52,Non-Binary,Black,89162,707,41655,1
67,Male,Black,57711,370,47538,0
31,Non-Binary,Asian,136260,809,84177,1
58,Non-Binary,Other,108242,630,55722,1
48,Male,Other,57409,467,40455,0
33,Non-Binary,White,38068,540,91816,0
43,Female,Hispanic,51671,588,19146,0
72,Non-Binary,Asian,34900,400,22750,0
20,Non-Binary,Black,113460,600,64834,0
23,Male,Hispanic,120995,525,59359,0
20,Female,White,56372,383,76838,0
51,Non-Binary,Black,145108,750,53717,1
28,Female,Other,68121,531,95381,0
67,Male,Other,121038,301,15341,0
54,Male,White,57219,638,62150,1
45,Male,Asian,137470,485,9300,1
40,Non-Binary,White,124630,712,39750,1
35,Male,Black,71946,426,30443,0
51,Female,Asian,95847,782,59987,1
30,Non-Binary,White,139188,789,94176,1
49,Male,Black,53210,742,80207,1
18,Male,White,129855,361,52632,0
42,Non-Binary,Asian,117868,744,87177,1
41,Male,Black,106967,301,95948,0
18,Female,Asian,147468,321,80970,0
60,Male,Black,40133,772,76043,1
54,Non-Binary,Asian,49280,737,75988,1
58,Non-Binary,Other,52653,396,19586,0
26,Non-Binary,Other,31860,793,91729,1
32,Male,Hispanic,41893,452,76781,0
59,Non-Binary,Asian,81164,372,63633,0
41,Female,Black,120429,555,37632,1
24,Non-Binary,Asian,123147,397,64227,0
71,Non-Binary,Other,83294,802,79425,1
55,Non-Binary,Hispanic,126157,533,70644,1
57,Female,Black,144304,666,84504,1
25,Female,White,40144,490,33412,0
38,Female,Hispanic,124661,819,65103,1
21,Male,Asian,37440,399,16382,0
71,Male,Other,127443,637,27821,1
22,Non-Binary,White,54185,567,65289,0
46,Non-Binary,Hispanic,31799,334,84201,0
30,Female,Asian,76929,417,54748,0
21,Non-Binary,Asian,129323,711,85078,0
63,Non-Binary,White,26234,635,25313,0
24,Female,Other,61769,600,99963,0
72,Non-Binary,Hispanic,60027,745,95483,1
26,Male,Other,76020,495,26324,0
58,Male,White,111030,774,59476,1
74,Female,Black,107960,598,65282,1
32,Female,Other,24692,348,58075,0
40,Female,White,144101,844,82658,1
24,Non-Binary,Black,50868,831,23405,0
27,Female,White,125337,493,40163,1
25,Female,Asian,91863,502,53769,0
21,Female,Hispanic,143601,598,37360,0
33,Non-Binary,Other,50797,521,67768,0
55,Non-Binary,White,100428,557,24451,1
58,Male,Asian,60218,604,34128,0
22,Male,Black,27563,705,13841,0
18,Non-Binary,Black,140773,468,82734,0
40,Non-Binary,Hispanic,115061,598,10750,1
34,Male,White,122192,384,8577,0
70,Female,Hispanic,108007,373,79075,0
42,Non-Binary,Black,121798,308,63228,0
60,Female,Hispanic,47328,307,71274,0
72,Female,Other,35241,456,58112,0
63,Male,Hispanic,74052,315,71398,0
54,Male,White,61783,700,75537,1
49,Male,White,87246,397,39946,0
66,Female,White,70192,381,65999,0
67,Male,Hispanic,144304,353,32587,0
72,Female,White,40554,421,20099,0
69,Non-Binary,White,132379,698,64871,1
58,Non-Binary,Black,25203,416,93187,0
